text,label,exp_split
my nail girl was hyping me up the whole time i love your hair i love your eyelashes i love your outfit like yass bitch here is ya tip,0,test
he is a mean cunt,0,test
oh cry me a river you obstructionist aholes as the kids say karma is a bitch,0,test
happy birthday to my bestest friend in the whole world i love you bitch 💕,0,test
of course life is a bitch if it was a slut it would be easy,0,test
he should be careful about that if there are women in his family because that bitch karma has a funny sense of humor,0,test
possibly because @speakerryan is a whoring son of a bitch ya see he is a policy guy an asshole and his time in con zeroldjpnined,0,test
first time i got my eyebrows done was like two weeks ago and ever since then i feel like a whole new bitch,0,test
yass queen keep blessing us shoe game on psychotic bitch,0,test
i love you bitch i have not never gon na stop loving you bitch you are my best friend in the whole wide world and i can not wait to hug you,0,test
that is call my bestfriend bitch i am so happy man no kids no drama we got our own apartment and car hoe if we wa,0,test
maybe hal has an undetected congenital heart defect that can remind him of karma being a bitch to a holes,0,test
minghao really is a whole entire fuckin man i love that bitch,0,test
happy fourth birthday big bitch,0,test
christmas trees are just regular trees that decided to become drag queens misty mistle hoe came to sleigh bitch,0,test
to the asshole who was speeding hit my cat this morning you are a dick and i hate you and karma is coming for your bitch ass,0,test
tucker an arrogant ahole a trump bitch,0,test
i love it when you said the bitch is back 😊 i missed you assholes 😙 🌵,0,test
trump called mccain a loser for being a pow as was my dad your skanky arse will soon be on the street few want + whore,0,test
happy birthday you bad bitch love you lots 🌻,0,test
i feel like a whole new bitch with bangs,0,test
i was thinking they found a whole catheter in there and i was like bitch please but that is vile af,0,test
bitch soon but he is done this before,0,test
true maybe he will sink the whole shit cuz he is still mad he got bitch slapped in his dormitory doorway,0,test
@realdonaldtrump your message is powerful and a good one the problem is your a cunt your whole presidential campa zeroiqhcbkz,0,test
just got a whole eyeshadow palette and three eyebrow pencils i am so ready to be a bad bitch shsyxgxjx,0,test
i do not care who has something negative to say about me whoever is invalid as fuck i am a bomb ass bitch and no,0,test
got my nails and hair did today i am a whole new bitch,0,test
i want their puma shoes but a bitch is broke and ca nt afford them,0,test
can not wait to dye and cut my hair gone be a whole new bitch 😜,0,test
it baffles me that women allow themselves to get mistreated by have not shit ass dudes bitch you beautiful act like it,0,test
not if trump is busted first know this pence knew the whole time he is manafort is bitch,0,test
hell yeah buh life a whole bitch 😤,0,test
kick off ya shoes relax ya fuckin feet bitch,0,test
when is enough when is congress going to get rid of this asshole trump this son of a bitch is bad news,0,test
@realdonaldtrump where is your bitch ass at tonite i know you are scared as sh the world awaits your demise you thin skinned asshole,0,test
last time i cried bitch i cry every day i am a phoenix so when i cry someone else comes back life thank me later,0,test
i get so excited when i make a hair appt bc i know i am about to be a whole new bitch 😂 👱 ‍ ♀ ️ 💇 😛 ❗ ️,0,test
karma a bitch you all ion fw that hoe,0,test
@realdonaldtrump f ck you american suburb money loving skank whore the street whore will enter heaven before you e,0,test
that hoe karma is bad bitch 😩,0,test
bitch those are some nice ass shoes,0,test
i am saving money rn to fuckin buy those puma shoes bitch,0,test
bitch i can not wait to buy the shit outta those shoes got damn,0,test
i tweeted rachel starr i loved her every day for like whole years and we still have not married like how much fuckin love you need bitch,0,test
shut up i love those puma shoes already but a bitch is broke so i m still going to try to buy it 👅,0,test
love is a bald headed ugly ass slut bitch but hey we all have it in our hearts and go through the good and bad of it,0,test
ol' mitch trump is little bitch looks forlorn the two assholes behind him are laughing at him tough time working,0,test
this dude really a whole bitch for doing all the extra and taking a bunch of screenshots of all this shit 😂,0,test
god bless the intro i m fucked up bitch i love pretty ass chorus the imagery she uses matched with her voice is angelic queen of women 🇺 🇸,0,test
i rlly rlly rlly rlly rlly wanna buy those puma shoes but bitch i just bought an album and i have like pesos in my wallet,0,test
my resting bitch face makes me look angry as fuck sometimes whole time i am happy af and no bitch i do not want to smile,0,test
he is a snake ass bitch he is a fugly slut who should not be trusted and i am patiently waiting for him to be cuz,0,test
my man out here like bitch we can not ban the homeless from public places,0,test
some dude is so angry outside at his girl he is yelling that she is a fuckin bitch whore and he hopes she and her whole family die horribly,0,test
i am anti can not no gov not handle a commando your man do not want it trump is a bitch i will make his whole brain go under @eminem drop,0,test
period boobs got you feelin like a whole new bitch,0,test
happy birthday you skank whore ❤ ️ 🎉 🎉 have a great one do not hoe too hard,0,test
i am not out here entertaining dudes bout shit i am pregnant with a whole ass baby what kinda dirty trick ass bitch you take me for,0,test
when dudes act like a chick they truly are a little bitch he hoes,0,test
lana sayin bitch and fuck has given me a whole new life lust for life,0,test
bitch i love you with my whole heart ur my fave person ever thank you ❤ ️,0,test
shaved my whole fucking body and i feel like a brand new bitch,0,test
the whole lust for life album is just like bitch stop its still zeroam here and i m already rolling on the floor and ah,0,test
i am a broke bitch that wants the bts puma shoes and i can not pay in love,0,test
kwontinue karma is bitch keep that in mind,0,test
of course life is a bitch if it was a slut it would be easy mayward mahalkitakasibiga zerona,0,test
i really be feeling like a whole new ass bitch with my hair straight,0,test
my boxers match my shoes bitch,0,test
bitch if i buy these shoes i will also need money for the comeback and jungkook is birthday god help me i wanna be r,0,test
god bless america and all the beautiful women in it yass bitch 👏 👏 👏 lust for life listening party,0,test
i m gon na buy bts x puma shoes the first tweet i said bye bitch i m,0,test
😂 😂 😂 😂 😂 😂 😂 life is a bitch,0,test
britney spear the queen for pop lana del rey for moody bitch kyary pamyu pamyu for evil kawaii hoe e,0,test
i m not a fan of puma shoes but bitch i want a puma shoes by bts,0,test
lmao just got told how i am sitting is not pretty cos my whole ass apparently is on display lmao bitch please,0,test
bitch he out here looking like whole nations best model i m so proud of him he is so talented he s the man of visual,0,test
happy sixth birthday hoe have a blast bitch,0,test
she calls me a whore when really i m a cyber slut smh,0,test
i listened to the whole album and cried like a bitch this shit is fucking beautiful lana did it again lust for life,0,test
i felt like such an asshole but bitch it is lana del rey come on sweaty,0,test
my mom called me a shoe whore and it is true lol,0,test
bitch i would write a whole thesis statement on why i hate ur crusty ass but omf i love you to death happy birthday wifie 😻,0,test
